,item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score
1085,ITM11085,Electronics,290.0,53,11.0,4.0,5.29,4.17,0.31,L38,B,176,3.19,30.65,0.52,7,0.94,496,14.13,0.9,2024-02-08,262.15,0.764
1086,ITM11086,Apparel,151.0,15,3.0,5.0,28.34,,0.6,L5,D,163,3.71,129.91,0.12,8,0.79,611,6.6,0.54,2024-04-13,232.11,0.582
1087,ITM11087,Groceries,112.0,86,13.0,2.0,13.44,8.9,0.83,L30,B,74,1.25,73.92,1.75,0,0.97,506,2.31,0.94,2024-03-10,44.27,0.638
1088,ITM11088,Pharma,398.0,73,4.0,6.0,7.81,7.14,0.33,L37,D,89,4.16,164.22,1.09,2,0.77,604,7.98,0.42,2024-10-26,285.29,0.595
1089,ITM11089,Electronics,92.0,31,8.0,9.0,11.73,3.75,0.62,L91,D,122,2.06,153.29,1.97,2,0.96,580,3.67,0.57,2024-02-25,30.22,0.518
1090,ITM11090,Automotive,430.0,27,13.0,5.0,29.31,4.62,0.41,L37,A,120,2.76,179.58,0.83,8,0.72,162,5.97,0.82,2024-03-20,171.5,0.545
1091,ITM11091,Groceries,429.0,21,12.0,7.0,4.19,1.86,0.58,L90,B,62,3.24,75.3,1.92,2,0.78,938,5.48,0.64,2024-02-24,284.05,0.525
1092,ITM11092,Apparel,422.0,61,13.0,4.0,22.28,2.1,0.7,L59,C,146,2.7,45.06,1.27,9,0.99,774,14.82,0.73,2024-03-25,248.45,0.635
1093,ITM11093,Apparel,267.0,60,3.0,4.0,7.63,2.06,0.42,L10,D,142,3.07,,1.07,0,0.77,579,9.95,0.42,2024-08-18,207.44,0.664
1094,ITM11094,Groceries,367.0,80,6.0,4.0,14.36,1.74,1.0,L88,C,125,1.0,58.55,0.68,2,0.74,695,7.89,0.46,2024-08-26,258.34,0.637
1095,ITM11095,Apparel,292.0,57,10.0,5.0,10.35,2.21,0.61,L30,A,81,2.44,79.76,1.67,1,0.96,852,8.19,0.61,2024-06-09,205.25,0.636
1096,ITM11096,Pharma,62.0,28,12.0,4.0,44.27,2.43,0.84,L34,C,30,1.76,189.75,1.67,8,0.74,575,9.46,0.36,2024-07-27,25.94,0.419
1097,ITM11097,Electronics,396.0,15,7.0,7.0,35.69,1.56,0.75,L81,D,112,0.89,103.36,0.89,0,0.73,113,13.22,0.3,2024-03-02,111.75,0.693
1098,ITM11098,Pharma,60.0,93,11.0,9.0,43.55,6.58,0.87,L76,D,116,1.36,115.72,1.48,1,0.8,442,3.04,0.88,2024-10-01,133.87,0.609
1099,ITM11099,Apparel,189.0,36,13.0,5.0,19.79,9.91,0.26,L85,D,72,3.21,177.22,0.95,0,0.89,724,9.39,0.82,2024-07-02,168.45,0.772
1100,ITM11100,Automotive,453.0,62,13.0,4.0,16.36,8.85,0.3,L26,B,157,1.39,178.16,1.51,8,0.91,819,5.51,0.95,2024-04-16,76.6,0.534
1101,ITM11101,Electronics,231.0,57,8.0,2.0,19.65,0.93,0.54,L55,C,159,1.31,,1.99,6,0.96,548,9.0,0.67,2024-08-19,265.54,0.527
1102,ITM11102,Electronics,187.0,16,3.0,2.0,1.91,4.52,0.87,L15,B,86,2.99,,0.6,0,0.86,567,8.25,0.54,2024-06-06,76.32,0.73
1103,ITM11103,Groceries,58.0,68,8.0,3.0,36.51,8.66,0.28,L70,D,84,4.57,61.4,1.3,9,0.82,404,1.42,0.28,2024-08-25,200.7,0.329
1104,ITM11104,Groceries,388.0,78,8.0,,18.14,1.78,0.97,L29,D,167,4.05,96.81,0.82,5,0.81,682,9.15,0.88,2024-05-15,264.22,0.678
1105,ITM11105,Automotive,264.0,20,8.0,4.0,16.35,8.55,0.21,L83,A,72,4.57,152.72,1.14,4,0.95,202,10.93,0.57,,222.52,0.656
1106,ITM11106,Electronics,170.0,24,10.0,5.0,30.31,6.13,0.26,L20,A,76,3.12,145.22,1.76,9,0.92,378,4.44,0.65,2024-02-16,49.44,0.417
1107,ITM11107,Automotive,130.0,73,8.0,5.0,22.38,9.35,0.25,L35,D,45,2.34,132.11,0.76,4,0.97,739,2.5,0.45,,285.9,0.561
1108,ITM11108,Groceries,499.0,12,7.0,8.0,49.06,8.82,0.63,L19,,143,3.78,177.25,0.24,3,0.99,528,3.96,0.62,2024-12-17,36.66,0.691
1109,ITM11109,Groceries,455.0,78,,9.0,18.46,,,L10,B,46,1.68,162.5,1.62,2,0.79,440,9.91,0.83,2024-06-04,68.02,0.654
1110,ITM11110,Electronics,66.0,32,4.0,4.0,31.08,6.75,0.33,L8,D,102,0.85,,1.15,7,0.86,624,7.56,0.77,2024-12-26,50.38,0.572
1111,ITM11111,Pharma,82.0,62,6.0,3.0,16.27,2.53,0.6,L22,C,84,2.05,178.94,0.95,6,0.89,461,13.11,0.99,2024-12-22,203.41,0.736
1112,ITM11112,Apparel,244.0,46,12.0,9.0,49.54,1.61,0.26,L40,B,175,1.85,,0.45,4,0.75,307,4.99,0.6,2024-11-04,244.15,0.612
1113,ITM11113,Groceries,,18,7.0,4.0,22.81,4.45,0.67,L77,D,124,3.54,20.95,0.28,8,0.72,626,6.11,0.62,2024-01-21,79.02,0.561
1114,ITM11114,Groceries,88.0,24,,9.0,32.07,2.27,0.21,L96,A,162,2.98,88.76,0.63,6,0.96,918,8.39,0.24,2024-04-20,293.98,0.569
1115,ITM11115,Pharma,318.0,12,6.0,7.0,7.21,1.47,0.54,L73,D,86,1.12,127.33,1.47,9,0.86,556,7.44,0.51,2024-06-16,50.38,0.446
1116,ITM11116,Pharma,451.0,79,,5.0,36.92,3.37,0.69,L37,B,170,4.59,132.19,0.88,1,0.87,748,8.67,0.94,2024-03-16,101.6,0.77
1117,ITM11117,Automotive,309.0,26,9.0,4.0,14.19,8.67,0.62,L57,,22,3.17,60.83,1.18,6,0.87,969,5.37,0.48,2024-02-16,,0.504
1118,ITM11118,Automotive,315.0,35,,9.0,22.98,0.66,0.23,L16,C,47,2.56,173.38,0.26,6,0.93,788,3.33,0.81,2024-12-30,244.57,0.646
1119,ITM11119,Apparel,222.0,30,,5.0,44.27,3.28,0.25,L60,C,157,4.72,72.56,0.33,3,0.74,760,12.25,0.98,2024-05-07,119.2,0.814
1120,ITM11120,Apparel,80.0,81,4.0,4.0,48.56,4.53,0.7,L89,B,26,0.94,184.63,0.12,7,0.88,343,1.55,0.3,2024-07-01,62.17,0.505
1121,ITM11121,Electronics,,30,3.0,6.0,21.8,5.35,0.83,L39,D,132,4.05,99.6,1.38,3,0.84,812,6.18,0.47,2024-07-21,144.83,0.546
1122,ITM11122,Automotive,470.0,20,7.0,5.0,41.91,2.22,0.92,L90,C,123,2.14,11.97,0.6,6,0.97,526,2.22,0.58,2024-09-19,148.18,0.56
1123,ITM11123,Groceries,337.0,47,14.0,9.0,3.61,9.66,0.83,L52,C,161,3.63,40.79,1.94,3,0.86,879,11.31,0.39,2024-01-26,14.7,0.547
1124,ITM11124,Automotive,333.0,81,3.0,3.0,42.53,6.0,0.98,L35,A,35,4.69,29.44,0.69,7,0.98,754,6.12,0.21,2024-12-12,16.06,0.511
1125,ITM11125,Groceries,180.0,97,3.0,6.0,31.85,5.46,0.47,L65,B,177,2.83,18.36,0.79,2,0.81,557,1.42,0.57,2024-06-02,90.52,0.576
1126,ITM11126,Pharma,350.0,44,3.0,7.0,24.95,0.58,0.4,L70,A,41,0.6,145.66,0.99,1,0.99,168,2.06,0.63,2024-05-13,224.95,0.632
1127,ITM11127,Automotive,35.0,23,8.0,4.0,44.61,5.11,0.13,L64,A,174,0.63,46.54,0.71,9,0.96,740,3.78,0.7,2024-03-30,116.14,0.531
1128,ITM11128,Pharma,357.0,23,11.0,8.0,42.42,8.46,0.5,L57,C,95,1.99,169.34,1.65,5,0.88,527,12.02,0.86,2024-01-16,71.25,0.643
1129,ITM11129,Apparel,113.0,19,12.0,7.0,15.55,2.59,0.69,L11,D,107,4.02,60.25,1.76,6,0.81,613,12.19,0.4,2024-07-26,42.76,0.509
1130,ITM11130,Apparel,323.0,21,13.0,5.0,39.78,3.84,0.83,L77,A,100,1.8,16.14,0.12,6,0.81,671,14.95,0.25,2024-08-19,91.35,0.679
1131,ITM11131,Electronics,157.0,47,14.0,6.0,5.88,0.7,0.34,L6,B,130,2.01,165.93,1.34,5,0.93,785,4.37,0.27,2024-10-11,149.62,0.464
1132,ITM11132,Automotive,357.0,43,3.0,7.0,41.32,9.78,0.56,L56,B,66,4.03,98.57,1.4,7,0.87,891,1.85,0.6,2024-10-08,37.08,0.439
1133,ITM11133,Pharma,57.0,50,,3.0,34.1,1.13,0.7,L95,D,116,1.02,123.91,1.93,5,0.82,659,4.96,0.94,2024-05-07,14.33,0.525
1134,ITM11134,Groceries,146.0,19,11.0,8.0,5.31,9.03,0.6,L42,B,31,4.31,73.88,0.8,5,0.89,368,3.5,0.99,2024-02-18,46.92,0.643
1135,ITM11135,Apparel,294.0,26,11.0,5.0,34.47,3.47,0.35,L78,A,121,1.7,18.75,0.47,2,0.92,444,10.95,0.36,2024-08-24,224.01,0.715
1136,ITM11136,Apparel,183.0,26,3.0,6.0,29.45,6.08,0.82,L33,,94,0.73,80.33,1.09,1,0.71,97,14.57,0.32,2024-02-22,145.23,0.671
1137,ITM11137,Groceries,462.0,76,10.0,7.0,30.13,6.95,0.26,L4,B,89,1.03,108.47,0.95,6,0.73,662,4.82,0.48,2024-03-12,139.1,0.491
1138,ITM11138,Pharma,338.0,71,,6.0,15.25,1.84,0.91,L12,B,82,4.79,12.22,1.6,5,0.73,487,5.6,0.57,2024-03-03,15.73,0.475
1139,ITM11139,Pharma,96.0,10,10.0,6.0,14.06,4.72,0.96,L30,A,86,2.53,119.12,1.82,0,0.77,524,5.92,0.85,2024-01-07,216.17,0.621
1140,ITM11140,Automotive,193.0,21,3.0,7.0,38.36,3.59,0.43,L87,A,83,1.65,179.68,0.26,1,0.83,995,13.0,0.82,2024-02-01,68.55,0.857
1141,ITM11141,Automotive,406.0,13,14.0,2.0,13.58,1.04,0.44,L74,A,136,2.85,51.39,1.71,1,0.94,801,9.09,0.94,2024-04-23,36.35,0.706
1142,ITM11142,Electronics,477.0,51,7.0,4.0,22.87,8.42,0.77,L76,A,130,3.57,186.09,1.83,0,0.81,635,14.64,0.89,2024-03-07,254.19,0.752
1143,ITM11143,Apparel,377.0,22,,9.0,35.04,0.93,0.51,L3,D,94,1.93,28.55,1.86,2,0.71,599,9.78,0.55,2024-04-11,150.83,0.556
1144,ITM11144,Automotive,340.0,94,8.0,5.0,4.9,6.71,0.13,L98,D,179,3.76,166.83,1.55,4,0.85,777,10.88,0.22,2024-07-24,227.19,0.524
1145,ITM11145,Pharma,395.0,95,11.0,5.0,30.13,3.48,0.93,L87,D,177,1.64,169.66,1.51,3,1.0,185,2.25,0.39,2024-07-09,248.35,0.497
1146,ITM11146,Groceries,,13,3.0,8.0,29.88,2.33,0.49,L35,C,159,1.01,58.97,0.13,1,0.8,567,14.32,0.69,2024-12-17,289.74,0.856
1147,ITM11147,Pharma,257.0,91,11.0,8.0,34.53,6.84,0.28,L74,A,91,2.97,191.99,1.85,7,0.99,808,9.79,0.6,2024-11-18,190.87,0.524
1148,ITM11148,Apparel,283.0,78,3.0,8.0,19.13,5.96,0.6,L6,A,30,1.18,89.15,0.77,8,0.73,373,8.28,0.39,2024-11-26,29.8,0.497
1149,ITM11149,Pharma,198.0,28,12.0,5.0,23.0,3.49,0.3,L98,D,151,4.73,,0.18,7,0.75,246,6.42,0.31,2024-02-13,171.73,0.54
1150,ITM11150,Electronics,228.0,11,12.0,6.0,17.17,5.37,0.29,L97,B,83,0.5,122.43,0.88,6,0.92,951,2.08,0.37,2024-10-25,157.76,0.478
1151,ITM11151,Apparel,92.0,21,,8.0,40.6,2.84,0.59,L23,B,18,3.9,199.36,1.49,9,0.85,160,2.87,0.41,2024-10-27,26.69,0.361
1152,ITM11152,Groceries,409.0,90,3.0,7.0,7.4,8.71,0.45,L61,A,155,1.76,180.87,0.94,1,0.93,849,1.16,0.89,2024-05-12,98.83,0.665
1153,ITM11153,Electronics,126.0,83,5.0,4.0,48.18,3.48,0.62,L67,A,22,4.31,62.93,1.54,5,0.96,599,14.98,0.77,2024-02-08,129.53,0.692
1154,ITM11154,Apparel,364.0,15,14.0,3.0,32.11,2.83,1.0,L84,D,26,0.77,119.63,1.07,3,0.78,164,12.01,0.64,2024-01-12,56.68,0.677
1155,ITM11155,Groceries,314.0,17,13.0,5.0,44.46,7.64,0.87,L57,A,135,4.79,31.92,0.67,4,0.9,746,12.16,0.22,2024-02-03,12.54,0.639
1156,ITM11156,Electronics,388.0,60,4.0,7.0,21.89,0.67,0.11,L36,B,96,0.96,97.75,0.49,8,0.88,773,11.22,0.86,2024-04-11,229.52,0.689
1157,ITM11157,Electronics,463.0,20,4.0,4.0,17.28,3.05,0.15,L24,B,162,4.05,109.38,0.9,8,0.96,537,7.78,0.64,2024-11-26,256.97,0.574
1158,ITM11158,Apparel,303.0,72,11.0,4.0,45.14,4.07,0.65,L75,A,25,2.83,69.9,0.17,3,0.83,414,2.23,0.7,2024-08-15,76.44,0.659
1159,ITM11159,Automotive,372.0,66,10.0,2.0,5.84,8.88,0.66,L56,D,33,2.44,102.0,0.9,7,0.72,533,2.01,0.25,2024-03-06,11.1,0.391
1160,ITM11160,Electronics,,21,3.0,9.0,6.74,9.53,0.89,L82,D,84,1.76,184.79,0.23,4,0.87,816,13.83,0.85,2024-02-17,268.08,0.825
1161,ITM11161,Electronics,56.0,82,14.0,7.0,15.67,7.31,0.67,L63,B,160,4.29,105.03,1.77,8,0.99,881,1.0,0.87,2024-06-18,48.85,0.448
1162,ITM11162,Groceries,156.0,11,6.0,5.0,48.03,5.18,0.3,L12,,178,1.4,167.89,1.19,1,0.7,359,10.79,0.91,2024-03-03,126.94,0.727
1163,ITM11163,Pharma,357.0,17,3.0,8.0,32.02,6.59,0.52,L61,,112,3.75,,1.33,3,0.77,162,9.8,0.62,2024-01-22,116.13,0.616
1164,ITM11164,Apparel,75.0,20,3.0,6.0,28.16,4.43,0.83,L45,A,95,2.51,194.57,0.65,2,0.79,319,8.02,0.52,2024-08-24,57.64,0.664
1165,ITM11165,Apparel,206.0,62,14.0,8.0,35.56,3.34,0.93,L53,B,170,4.99,27.76,0.53,6,0.93,369,14.65,0.26,2024-01-26,183.66,0.66
1166,ITM11166,Automotive,360.0,19,14.0,4.0,21.46,9.53,0.31,L43,A,114,3.25,121.26,1.45,1,0.8,995,3.77,0.36,2024-03-27,276.38,0.517
1167,ITM11167,Automotive,277.0,94,6.0,4.0,38.15,1.6,0.59,L42,D,51,0.97,160.08,1.38,2,0.77,224,11.99,0.38,2024-10-20,158.98,0.612
1168,ITM11168,Apparel,464.0,93,4.0,3.0,20.27,3.79,0.24,L86,C,27,2.39,164.67,0.33,8,0.89,871,10.45,0.25,2024-08-09,292.14,0.574
1169,ITM11169,Automotive,77.0,17,5.0,8.0,41.49,9.04,0.55,L14,C,87,0.8,47.67,0.55,7,0.71,68,14.64,0.32,2024-07-21,65.32,0.606
1170,ITM11170,Groceries,382.0,45,13.0,9.0,14.1,7.37,0.18,L21,C,101,1.79,86.31,1.9,1,0.75,252,14.08,0.91,2024-09-11,256.07,0.71
1171,ITM11171,Apparel,142.0,85,11.0,9.0,14.6,0.78,0.95,L43,B,20,2.04,128.6,0.68,5,0.82,984,2.8,0.64,2024-01-16,84.5,0.561
1172,ITM11172,Automotive,207.0,23,4.0,2.0,26.6,0.72,0.67,L53,C,161,4.34,70.02,0.15,2,0.81,175,5.31,0.81,2024-07-14,82.66,0.74
1173,ITM11173,Apparel,249.0,63,6.0,9.0,22.11,5.41,0.87,L89,,173,4.27,135.08,0.22,5,0.8,516,12.91,0.42,2024-12-15,44.13,0.694
1174,ITM11174,Pharma,187.0,94,3.0,4.0,32.76,5.1,1.0,L64,D,135,0.55,81.97,1.57,4,0.73,303,4.2,0.31,2024-08-06,260.45,0.427
1175,ITM11175,Electronics,439.0,95,4.0,,18.85,4.71,0.26,L37,A,106,2.9,76.66,1.54,9,0.81,877,6.3,0.5,2024-03-29,,0.412
1176,ITM11176,Apparel,133.0,30,7.0,9.0,12.3,,,L85,C,62,1.51,30.53,0.83,3,0.94,978,9.76,0.83,2024-06-30,109.08,0.741
1177,ITM11177,Electronics,271.0,59,12.0,6.0,24.02,9.87,0.9,L52,B,92,1.94,17.46,0.39,6,0.82,816,8.88,0.44,2024-04-19,111.33,0.611
1178,ITM11178,Automotive,126.0,48,3.0,6.0,28.49,3.08,0.62,L98,D,56,0.6,168.7,1.05,9,0.88,849,9.97,0.36,2024-04-05,254.99,0.496
1179,ITM11179,Electronics,,29,13.0,9.0,7.99,5.16,,L71,D,61,3.87,103.01,0.73,6,0.75,341,10.99,0.22,2024-05-20,279.0,0.548
1180,ITM11180,Apparel,354.0,97,9.0,3.0,28.28,4.35,0.47,L5,C,66,4.78,116.95,0.81,3,0.72,201,11.2,0.7,2024-05-23,184.7,0.692
1181,ITM11181,Pharma,111.0,96,6.0,,16.64,2.12,0.71,L59,D,84,1.49,80.72,0.6,2,0.96,988,11.33,0.55,2024-08-16,127.98,0.753
1182,ITM11182,Automotive,37.0,16,8.0,3.0,20.23,2.42,0.46,L12,D,160,2.04,35.98,0.22,3,0.8,248,14.88,0.41,2024-03-17,25.41,0.758
1183,ITM11183,Apparel,373.0,18,,3.0,14.69,9.22,0.53,L41,D,68,1.43,95.42,1.6,1,0.81,248,5.99,0.62,2024-01-18,46.7,0.586
1184,ITM11184,Automotive,82.0,10,8.0,9.0,46.64,8.65,0.19,L33,B,78,4.69,53.5,1.27,3,0.96,863,1.62,0.76,2024-11-10,51.12,0.579
1185,ITM11185,Groceries,169.0,35,4.0,6.0,34.48,2.39,0.11,L42,D,95,0.54,169.16,1.69,3,0.91,736,5.88,0.4,2024-11-13,90.27,0.511
1186,ITM11186,Electronics,158.0,47,3.0,8.0,13.86,8.82,0.15,L15,D,179,3.13,197.49,1.06,4,0.93,502,,0.69,2024-11-11,84.54,0.721
1187,ITM11187,Groceries,205.0,47,10.0,8.0,32.61,2.49,0.27,L99,D,155,4.42,178.93,1.97,0,0.9,831,2.17,0.41,2024-05-05,167.44,0.494
1188,ITM11188,Apparel,,70,10.0,9.0,42.58,6.45,0.51,L52,D,80,1.34,110.37,1.93,1,0.73,990,10.06,0.99,2024-11-27,283.79,0.665
1189,ITM11189,Pharma,224.0,53,11.0,8.0,20.68,1.27,0.12,L66,D,42,3.15,129.35,0.62,7,0.99,229,6.92,0.79,2024-05-31,259.88,0.646
1190,ITM11190,Automotive,,95,8.0,7.0,41.67,8.86,0.24,L1,B,12,0.73,190.14,0.84,7,0.97,267,13.9,0.68,2024-09-12,157.66,0.691
1191,ITM11191,Electronics,233.0,53,14.0,6.0,8.57,0.99,,L85,D,37,4.17,112.35,1.53,7,0.77,679,14.0,0.34,2024-07-29,,0.516
1192,ITM11192,Automotive,275.0,83,3.0,9.0,41.32,5.77,0.79,L70,D,10,1.73,131.33,1.58,4,0.94,867,11.99,0.67,2024-10-08,29.84,0.644
1193,ITM11193,Apparel,154.0,71,11.0,2.0,27.47,7.91,,L60,A,135,4.95,129.55,1.83,7,0.82,882,2.38,0.84,2024-09-02,259.5,0.441
1194,ITM11194,Automotive,80.0,15,14.0,,11.93,1.61,,L53,D,122,4.65,144.54,1.34,8,0.91,894,1.35,0.79,2024-02-01,92.25,0.464
1195,ITM11195,Electronics,382.0,26,5.0,5.0,20.95,4.34,0.21,L7,D,56,3.8,131.65,1.0,3,0.75,369,2.91,0.82,2024-02-14,102.25,0.593
1196,ITM11196,Apparel,329.0,60,13.0,9.0,49.41,0.9,0.25,L25,B,46,2.74,137.43,0.82,3,0.86,72,5.51,0.45,2024-05-23,50.54,0.593
1197,ITM11197,Automotive,107.0,47,8.0,9.0,39.39,6.99,0.4,L67,D,95,3.95,147.92,0.9,6,0.74,686,4.38,0.46,2024-07-15,74.7,0.488
1198,ITM11198,Pharma,343.0,33,12.0,2.0,29.18,3.42,0.92,L47,B,57,1.09,163.73,1.72,4,0.86,133,6.18,0.63,2024-03-11,81.68,0.528
1199,ITM11199,Apparel,495.0,60,12.0,8.0,6.64,5.81,0.8,L80,C,117,1.9,86.58,1.96,9,0.77,760,3.0,0.42,2024-08-02,129.51,0.302
1200,ITM11200,Apparel,226.0,19,13.0,,21.47,9.36,0.39,L97,D,28,0.62,151.71,0.2,0,0.84,375,11.54,0.29,2024-04-12,190.71,0.76
1201,ITM11201,Pharma,148.0,81,14.0,7.0,13.89,3.41,0.18,L64,A,151,3.4,29.04,1.2,7,0.9,748,12.83,0.57,2024-11-25,112.42,0.605
1202,ITM11202,Groceries,330.0,30,11.0,9.0,4.48,0.96,0.65,L81,B,92,4.12,176.48,1.09,3,0.96,378,7.83,0.2,2024-09-26,140.46,0.567
1203,ITM11203,Electronics,22.0,79,13.0,6.0,27.57,6.92,0.33,L57,C,74,4.76,65.11,0.81,7,0.75,653,14.39,0.81,2024-05-07,62.75,0.683
1204,ITM11204,Groceries,481.0,94,5.0,5.0,44.57,7.97,0.58,L98,A,35,3.59,86.66,1.72,1,0.97,379,2.68,0.8,2024-11-18,26.35,0.598
1205,ITM11205,Automotive,441.0,66,7.0,7.0,34.1,9.6,0.95,L7,B,147,3.79,162.69,1.19,3,0.82,743,2.48,0.64,2024-10-05,110.99,0.546
1206,ITM11206,Pharma,261.0,48,7.0,6.0,13.23,2.0,0.62,L27,C,108,4.53,131.03,0.69,1,0.95,788,3.81,0.8,2024-01-10,28.12,0.712
1207,ITM11207,Groceries,,97,12.0,9.0,29.11,4.23,0.93,L35,A,86,4.71,68.64,0.94,4,0.85,760,14.75,0.7,2024-07-14,96.92,0.733
1208,ITM11208,Apparel,404.0,42,9.0,7.0,47.22,8.52,0.45,L71,D,79,2.71,52.83,0.78,9,0.96,522,6.83,0.76,2024-07-02,252.9,0.577
1209,ITM11209,Automotive,,68,6.0,2.0,36.42,8.17,0.67,L17,A,52,0.99,191.97,0.92,9,0.9,527,13.94,0.25,2024-09-02,116.41,0.544
1210,ITM11210,Automotive,57.0,27,13.0,9.0,34.78,6.44,0.9,L37,A,79,2.6,26.68,0.24,7,0.85,284,3.83,0.91,2024-10-05,66.05,0.639
1211,ITM11211,Groceries,360.0,65,6.0,3.0,48.44,3.06,0.63,L57,A,68,3.0,10.82,0.31,6,0.79,971,12.85,0.72,2024-09-05,271.6,0.722
1212,ITM11212,Groceries,432.0,66,9.0,2.0,40.14,3.2,0.65,L90,,12,3.34,137.86,1.29,4,0.99,605,5.34,0.69,2024-06-25,195.41,0.598
1213,ITM11213,Pharma,152.0,85,11.0,5.0,7.69,1.68,0.74,L63,D,142,4.95,126.75,1.4,6,0.94,637,11.28,0.51,2024-10-16,296.59,0.58
1214,ITM11214,Electronics,221.0,57,13.0,6.0,18.03,9.26,0.89,L16,D,94,4.63,150.15,1.31,4,0.81,702,14.64,0.22,2024-09-14,97.07,0.59
1215,ITM11215,Groceries,367.0,51,6.0,7.0,48.29,2.14,0.18,L4,B,104,2.28,149.01,1.55,6,0.75,743,14.06,0.92,2024-06-13,68.11,0.646
1216,ITM11216,Groceries,40.0,36,6.0,5.0,25.0,5.94,0.4,L81,A,87,1.01,174.02,1.89,3,0.93,168,12.64,0.99,2024-07-17,96.4,0.704
1217,ITM11217,Apparel,261.0,83,8.0,5.0,6.47,6.05,0.46,L78,D,110,1.47,185.2,1.74,3,1.0,89,1.7,0.85,2024-05-18,245.62,0.559
1218,ITM11218,Automotive,474.0,61,8.0,9.0,23.47,4.01,0.92,L31,A,92,1.28,157.25,0.9,9,0.78,309,9.51,0.93,2024-04-02,53.94,0.599
1219,ITM11219,Electronics,470.0,51,9.0,3.0,35.15,3.85,0.96,L91,D,174,2.1,54.14,0.51,3,0.97,998,12.7,0.3,2024-01-14,79.91,0.712
1220,ITM11220,Apparel,128.0,41,,8.0,49.88,6.85,0.21,L21,B,93,4.44,98.06,0.69,7,0.74,805,6.59,0.3,2024-06-12,213.47,0.487
1221,ITM11221,Pharma,322.0,35,13.0,5.0,16.87,4.19,0.21,L40,C,130,2.47,131.93,1.22,0,0.99,690,11.24,0.9,2024-11-01,224.02,0.806
1222,ITM11222,Pharma,103.0,34,5.0,3.0,26.19,2.92,0.94,L71,A,144,3.05,112.48,1.73,9,0.92,55,2.93,0.25,2024-04-22,288.06,0.32
1223,ITM11223,Groceries,102.0,84,11.0,6.0,44.1,4.29,0.37,L2,D,62,1.31,40.19,1.43,4,0.8,360,3.47,0.27,2024-01-16,294.24,0.437
1224,ITM11224,Groceries,310.0,32,8.0,,18.41,8.17,0.32,L71,D,123,2.72,121.96,1.13,9,0.79,115,10.01,0.85,,202.42,0.568
1225,ITM11225,Pharma,471.0,66,8.0,7.0,6.35,9.68,,L53,D,15,4.43,,1.24,1,0.89,423,7.12,0.65,2024-01-30,115.21,0.659
1226,ITM11226,Groceries,88.0,61,7.0,8.0,47.5,6.54,0.35,L12,B,144,3.98,89.52,1.1,9,0.88,780,4.06,0.51,2024-08-29,141.37,0.442
1227,ITM11227,Electronics,148.0,96,13.0,3.0,24.93,7.93,0.72,L29,B,27,0.87,137.1,1.95,3,0.98,195,4.96,0.64,2024-09-28,137.39,0.535
1228,ITM11228,Groceries,215.0,40,5.0,2.0,25.64,5.56,0.48,L15,C,63,4.38,127.03,1.65,4,0.93,283,9.66,0.9,2024-07-02,122.34,0.65
1229,ITM11229,Automotive,159.0,73,13.0,6.0,31.44,6.44,0.57,L60,B,136,1.73,81.64,1.58,7,0.86,78,11.16,0.81,2024-10-26,108.09,0.585
1230,ITM11230,Groceries,463.0,80,7.0,9.0,1.17,9.89,0.93,L16,A,166,3.5,117.4,1.08,1,0.98,870,3.91,0.75,2024-04-29,58.69,0.67
1231,ITM11231,Apparel,302.0,42,3.0,8.0,46.63,4.66,0.2,L83,B,34,1.16,49.94,0.73,1,0.88,722,14.37,0.98,2024-03-22,116.19,0.871
1232,ITM11232,Electronics,331.0,94,5.0,7.0,18.71,1.13,0.16,L20,D,72,3.54,113.76,0.14,1,0.95,692,1.11,0.62,2024-02-21,291.08,0.695
1233,ITM11233,Apparel,253.0,11,6.0,2.0,20.45,9.59,0.87,L64,A,124,0.66,161.78,0.18,7,0.95,709,10.8,0.21,2024-05-06,265.83,0.618
1234,ITM11234,Apparel,42.0,27,7.0,6.0,9.53,8.03,0.8,L92,B,150,3.2,154.2,0.16,2,0.98,949,5.07,0.54,2024-12-02,189.02,0.716
1235,ITM11235,Automotive,172.0,56,12.0,6.0,19.53,4.28,,L38,A,169,3.41,78.01,1.96,4,0.72,643,7.7,0.28,2024-05-03,65.91,0.427
1236,ITM11236,Electronics,296.0,42,11.0,7.0,40.39,9.83,0.39,L66,A,164,1.6,31.3,0.32,1,0.88,953,8.98,0.29,2024-05-16,264.81,0.702
1237,ITM11237,Electronics,80.0,93,6.0,7.0,40.2,3.78,0.38,L91,B,60,4.72,161.99,0.37,5,0.84,519,8.86,0.4,2024-09-30,100.44,0.629
1238,ITM11238,Electronics,,44,5.0,4.0,46.85,4.04,0.68,L35,A,171,0.71,60.36,1.02,9,0.85,410,11.87,0.51,2024-01-29,168.26,0.548
1239,ITM11239,Electronics,397.0,60,12.0,9.0,20.76,6.29,0.16,L54,D,37,4.51,20.08,1.01,5,0.84,903,12.53,0.59,2024-04-22,274.42,0.652
